,horodatage_local,poste,heure,jour,mois,jour_semaine,temperature_ext,humidite,vitesse_vent,neige,irradiance_solaire,heure_sin,heure_cos,mois_sin,mois_cos,jour_semaine_sin,jour_semaine_cos,est_weekend,est_ferie,clients_connectes,tstats_intelligents_connectes,evenement_pointe,energie_kwh,energie_lag1,energie_lag24,degre_jour_chauffage,degre_jour_clim,indice_temp_cons,indice_temp_client,facteur_eolien
781,2024-04-24 16:00:00+00:00,B,12,24,4,4,0.699999988,95,6.800000191,0.0,277.0,1.22e-16,-1.0,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,37,255,0,51.39624239,45.56244651,52.46192538626869,17.300000012,0.0,1197.1600016608002,44294.92006144961,8140.688239951001
782,2024-04-24 17:00:00+00:00,B,13,24,4,4,0.699999988,76,5.199999809,2.0,238.0,-0.258819045,-0.965925826,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,37,255,0,54.38253852,51.39624239,53.34140359826475,17.300000012,0.0,1197.1600016608002,44294.92006144961,6225.231779978601
783,2024-04-24 23:00:00+00:00,B,19,24,4,4,3.299999952,31,4.800000191,0.0,94.0,-0.965925826,0.258819045,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,37,255,0,85.21536373,54.38253852,56.15321088786969,14.700000048,0.0,864.3600056448,31981.3202088576,4148.928192187801
784,2024-04-25 00:00:00+00:00,B,20,24,4,4,2.200000048,37,4.0,0.0,0.0,-0.866025404,0.5,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,37,255,0,92.18775831,85.21536373,56.050072279606056,15.799999952,0.0,998.5599939328,36946.7197755136,3994.2399757312
785,2024-04-25 01:00:00+00:00,B,21,24,4,4,1.100000024,37,4.0,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,-0.433883739,-0.900968868,0,0,37,255,0,78.02069544,92.18775831,56.037888107799226,16.899999976,0.0,1142.4399967552001,42270.279879942405,4569.7599870208005
786,2024-04-25 08:00:00+00:00,B,4,25,4,5,-4.099999905,71,1.200000048,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,37,255,0,58.91095548,78.02069544,51.76580118439322,22.099999905,0.0,1953.6399832040001,72284.67937854801,2344.3680736195192
787,2024-04-25 16:00:00+00:00,A,12,25,4,5,3.299999952,51,1.600000024,0.0,862.0,1.22e-16,-1.0,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,52,305,0,75.54525213,0.0,0.0,14.700000048,0.0,864.3600056448,44946.7202935296,1382.9760297763203
788,2024-04-25 17:00:00+00:00,A,13,25,4,5,4.400000095,43,2.799999952,0.0,883.0,-0.258819045,-0.965925826,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,52,305,0,66.37933667,75.54525213,75.54525213,13.599999905,0.0,739.8399896640001,38471.679462528,2071.5519355468805
789,2024-04-25 18:00:00+00:00,B,14,25,4,5,6.300000191,45,4.0,0.0,847.0,-0.5,-0.866025404,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,37,255,0,49.28953009,58.91095548,57.303268645765584,11.699999809000001,0.0,547.5599821224002,20259.71933852881,2190.239928489601
790,2024-04-25 21:00:00+00:00,A,17,25,4,5,7.800000191,38,4.400000095,0.0,456.0,-0.965925826,-0.258819045,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,51,303,0,81.13991838,66.37933667,70.96229439999999,10.199999809000001,0.0,416.15998441440024,21224.159205134412,1831.1039709585598
791,2024-04-25 23:00:00+00:00,A,19,25,4,5,7.400000095,44,3.200000048,0.0,97.0,-0.965925826,0.258819045,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,52,305,0,73.02087523,81.13991838,72.93683870835355,10.599999905,0.0,449.4399919440001,23370.879581088004,1438.20799579392
792,2024-04-26 00:00:00+00:00,B,20,25,4,5,6.300000191,47,2.400000095,0.0,0.0,-0.866025404,0.5,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,37,255,0,91.92488233,49.28953009,66.00451497853372,11.699999809000001,0.0,547.5599821224002,20259.71933852881,1314.144009111959
794,2024-04-26 01:00:00+00:00,B,21,25,4,5,5.199999809,47,1.600000024,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,37,255,0,75.17100732,91.92488233,71.97227256840175,12.800000190999999,0.0,655.3600195584,24248.320723660803,1048.5760470220805
793,2024-04-26 01:00:00+00:00,A,21,25,4,5,5.199999809,47,1.600000024,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,52,305,0,80.34718919,73.02087523,73.95724596103182,12.800000190999999,0.0,655.3600195584,34078.721017036805,1048.5760470220805
795,2024-04-26 02:00:00+00:00,B,22,25,4,5,5.199999809,41,2.400000095,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,37,255,0,66.42809409,75.17100732,73.75837797847495,12.800000190999999,0.0,655.3600195584,24248.320723660803,1572.864109199362
796,2024-04-26 03:00:00+00:00,A,23,25,4,5,4.099999905,47,2.0,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,-0.974927912,-0.222520934,0,0,52,305,0,60.74379307,80.34718919,75.63704458132224,13.900000095,0.0,772.840010564,40187.680549328,1545.680021128
797,2024-04-26 05:00:00+00:00,B,1,26,4,6,1.5,61,0.400000006,0.0,0.0,0.258819045,0.965925826,0.866025404,-0.5,-0.781831482,0.623489802,0,0,37,255,0,43.47044554,66.42809409,72.85988094116011,16.5,0.0,1089.0,40293.0,435.60000653400004
798,2024-04-26 06:00:00+00:00,B,2,26,4,6,1.100000024,68,0.400000006,0.0,0.0,0.5,0.866025404,0.866025404,-0.5,-0.781831482,0.623489802,0,0,37,255,0,43.68970823,43.47044554,71.69327645201895,16.899999976,0.0,1142.4399967552001,42270.279879942405,456.97600555672005
799,2024-04-26 09:00:00+00:00,B,5,26,4,6,-0.400000006,70,0.400000006,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,-0.781831482,0.623489802,0,0,37,255,0,55.71155257,43.68970823,69.71976354221309,18.400000006,0.0,1354.2400008831999,50106.8800326784,541.6960084787199
800,2024-04-26 11:00:00+00:00,B,7,26,4,6,0.400000006,70,0.400000006,0.0,145.0,0.965925826,-0.258819045,0.866025404,-0.5,-0.781831482,0.623489802,0,0,37,255,0,72.17734734,55.71155257,67.01184445868103,17.599999994,0.0,1239.0399991552001,45844.4799687424,495.61600709632006
801,2024-04-26 12:00:00+00:00,A,8,26,4,6,3.700000048,60,1.200000048,0.0,326.0,0.866025404,-0.5,0.866025404,-0.5,-0.781831482,0.623489802,0,0,51,300,0,133.3327626,60.74379307,74.27354321978171,14.299999952,0.0,817.9599945088,41715.959719948805,981.5520326726397
802,2024-04-26 13:00:00+00:00,A,9,26,4,6,6.300000191,42,1.200000048,0.0,507.0,0.707106781,-0.707106781,0.866025404,-0.5,-0.781831482,0.623489802,0,0,52,305,0,114.085769,133.3327626,77.8599288613168,11.699999809000001,0.0,547.5599821224002,28473.119070364814,657.0720048297594
803,2024-04-26 14:00:00+00:00,B,10,26,4,6,8.100000381,41,1.600000024,0.0,667.0,0.5,-0.866025404,0.866025404,-0.5,-0.781831482,0.623489802,0,0,37,255,0,57.10737141,72.17734734,68.68517763172558,9.899999619,0.0,392.03996982480066,14505.478883517624,627.2639611286404
804,2024-04-26 16:00:00+00:00,B,12,26,4,6,10.69999981,40,1.600000024,0.0,865.0,1.22e-16,-1.0,0.866025404,-0.5,-0.781831482,0.623489802,0,0,37,255,0,52.505241,57.10737141,70.21912490449591,7.30000019,0.0,213.16001109600018,7886.920410552007,341.05602286944054
805,2024-04-26 18:00:00+00:00,A,14,26,4,6,12.19999981,35,2.400000095,0.0,850.0,-0.5,-0.866025404,0.866025404,-0.5,-0.781831482,0.623489802,0,0,52,305,0,57.06935327,114.085769,80.81928404575012,5.80000019,0.0,134.56000881600016,6997.1204584320085,322.9440339416013
806,2024-04-27 02:00:00+00:00,A,22,26,4,6,8.5,54,1.600000024,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,-0.781831482,0.623489802,0,0,52,305,0,79.46727217,57.06935327,81.45514728804001,9.5,0.0,361.0,18772.0,577.600008664
807,2024-04-27 03:00:00+00:00,A,23,26,4,6,7.400000095,59,1.600000024,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,-0.781831482,0.623489802,0,0,52,305,0,57.58648799,79.46727217,82.85784852738563,10.599999905,0.0,449.4399919440001,23370.879581088004,719.10399789696
808,2024-04-27 03:00:00+00:00,B,23,26,4,6,7.400000095,59,1.600000024,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,-0.781831482,0.623489802,0,0,37,255,0,42.12201642,52.505241,57.06913454472406,10.599999905,0.0,449.4399919440001,16629.279701928004,719.10399789696
809,2024-04-27 06:00:00+00:00,A,2,27,4,7,4.099999905,71,1.200000048,0.0,0.0,0.5,0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,41.62656755,57.58648799,83.73146168566646,13.900000095,0.0,772.840010564,40187.680549328,927.4080497731204
810,2024-04-27 09:00:00+00:00,A,5,27,4,7,2.599999905,75,1.200000048,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,43.35899598,41.62656755,87.3916832043306,15.400000095,0.0,948.6400117039999,49329.280608607995,1138.3680595795204
811,2024-04-27 10:00:00+00:00,B,6,27,4,7,2.200000048,77,1.200000048,0.0,22.0,1.0,6.12e-17,0.866025404,-0.5,-2.45e-16,1.0,1,0,37,255,0,39.41636503,42.12201642,55.197489119263054,15.799999952,0.0,998.5599939328,36946.7197755136,1198.2720406502397
812,2024-04-27 11:00:00+00:00,B,7,27,4,7,3.700000048,73,1.600000024,0.0,148.0,0.965925826,-0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,37,255,0,48.54706959,39.41636503,55.67429905576159,14.299999952,0.0,817.9599945088,30264.5197968256,1308.73601084512
814,2024-04-27 13:00:00+00:00,B,9,27,4,7,10.39999962,51,4.400000095,0.0,367.0,0.707106781,-0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,37,255,0,51.6933662,48.54706959,56.254713412499214,7.600000380000001,0.0,231.04002310400062,8548.480854848023,1016.576123606405
813,2024-04-27 13:00:00+00:00,A,9,27,4,7,10.39999962,51,4.400000095,0.0,367.0,0.707106781,-0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,98.02729211,43.35899598,90.98110406043101,7.600000380000001,0.0,231.04002310400062,12014.081201408033,1016.576123606405
815,2024-04-27 15:00:00+00:00,B,11,27,4,7,14.80000019,38,2.799999952,0.0,743.0,0.258819045,-0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,37,255,0,60.72631467,51.6933662,56.926660593081685,3.1999998099999996,0.0,40.95999513600013,1515.5198200320049,114.68798441472059
816,2024-04-27 15:00:00+00:00,A,11,27,4,7,14.80000019,38,2.799999952,0.0,743.0,0.258819045,-0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,90.09814512,98.02729211,89.47668469624408,3.1999998099999996,0.0,40.95999513600013,2129.919747072007,114.68798441472059
817,2024-04-27 17:00:00+00:00,A,13,27,4,7,16.70000076,32,4.0,0.0,802.0,-0.258819045,-0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,71.1667501,90.09814512,83.01457836195364,1.2999992399999982,0.0,6.759992096002292,351.51958899211917,27.039968384009168
818,2024-04-27 18:00:00+00:00,A,14,27,4,7,17.79999924,29,4.800000191,0.0,785.0,-0.5,-0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,69.53127378,71.1667501,75.74130747565928,0.20000076000000178,0.0,0.16000121600231323,8.320063232120289,0.7680058673713357
819,2024-04-27 19:00:00+00:00,A,15,27,4,7,18.10000038,29,5.199999809,0.0,738.0,-0.707106781,-0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,58.12103219,69.53127378,73.41682940325691,0.0,0.0,0.0,0.0,0.0
820,2024-04-27 20:00:00+00:00,A,16,27,4,7,18.10000038,29,6.0,0.0,592.0,-0.866025404,-0.5,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,62.70185202,58.12103219,70.2648332778001,0.0,0.0,0.0,0.0,0.0
821,2024-04-27 23:00:00+00:00,A,19,27,4,7,15.89999962,43,4.400000095,0.0,95.0,-0.965925826,0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,83.29213797,62.70185202,65.26986297634429,2.100000380000001,0.0,17.640006384000593,917.2803319680309,77.61602976540321
822,2024-04-27 23:00:00+00:00,B,19,27,4,7,15.89999962,43,4.400000095,0.0,95.0,-0.965925826,0.258819045,0.866025404,-0.5,-2.45e-16,1.0,1,0,37,255,0,58.07439743,60.72631467,56.50849424689538,2.100000380000001,0.0,17.640006384000593,652.6802362080219,77.61602976540321
823,2024-04-28 01:00:00+00:00,A,21,27,4,7,13.30000019,76,4.0,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,-2.45e-16,1.0,1,0,52,305,0,67.45204325,83.29213797,64.53366535287768,4.69999981,0.0,88.35999285600013,4594.719628512007,353.43997142400053
824,2024-04-28 02:00:00+00:00,B,22,27,4,7,13.0,71,2.0,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,-2.45e-16,1.0,1,0,37,255,0,46.37045751,58.07439743,52.084929856739656,5.0,0.0,100.0,3700.0,200.0
825,2024-04-28 03:00:00+00:00,B,23,27,4,7,11.89999962,80,3.599999905,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,-2.45e-16,1.0,1,0,37,255,0,43.99454158,46.37045751,49.107338245715475,6.100000380000001,0.0,148.84001854400063,5507.080686128023,535.8240526186005
826,2024-04-28 05:00:00+00:00,B,1,28,4,1,11.10000038,82,2.799999952,0.0,0.0,0.258819045,0.965925826,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,27.48733606,43.99454158,48.6168528064058,6.899999619999999,0.0,190.43997902400054,7046.27922388802,533.2319321260825
827,2024-04-28 07:00:00+00:00,A,3,28,4,1,11.10000038,82,2.400000095,0.0,0.0,0.707106781,0.707106781,0.866025404,-0.5,0.781831482,0.623489802,1,0,52,305,0,22.7665983,67.45204325,73.47904438738026,6.899999619999999,0.0,190.43997902400054,9902.878909248027,457.0559677493993
828,2024-04-28 08:00:00+00:00,A,4,28,4,1,10.69999981,82,3.200000048,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,0.781831482,0.623489802,1,0,52,305,0,31.15869394,22.7665983,73.91213746722661,7.30000019,0.0,213.16001109600018,11084.32057699201,682.1120457388811
829,2024-04-28 09:00:00+00:00,A,5,28,4,1,9.600000381,86,4.400000095,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,52,305,0,32.17763819,31.15869394,74.37946402833519,8.399999619,0.0,282.2399743968006,14676.478668633632,1241.8559141587205
830,2024-04-28 10:00:00+00:00,B,6,28,4,1,8.899999619,93,3.599999905,0.0,18.0,1.0,6.12e-17,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,26.18014437,27.48733606,50.055895259484636,9.100000381,0.0,331.2400277368005,12255.881026261619,1192.4640683846792
831,2024-04-28 12:00:00+00:00,B,8,28,4,1,8.899999619,93,4.400000095,0.0,168.0,0.866025404,-0.5,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,47.59726154,26.18014437,50.83431978402671,9.100000381,0.0,331.2400277368005,12255.881026261619,1457.456153509725
832,2024-04-28 13:00:00+00:00,B,9,28,4,1,8.899999619,90,1.600000024,0.0,333.0,0.707106781,-0.707106781,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,58.69692932,47.59726154,51.38724976226471,9.100000381,0.0,331.2400277368005,12255.881026261619,529.9840523286415
833,2024-04-28 15:00:00+00:00,B,11,28,4,1,11.10000038,86,2.0,0.0,562.0,0.258819045,-0.965925826,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,76.54174249,58.69692932,50.12796920534411,6.899999619999999,0.0,190.43997902400054,7046.27922388802,380.8799580480011
834,2024-04-28 17:00:00+00:00,B,13,28,4,1,14.10000038,73,3.200000048,0.0,411.0,-0.258819045,-0.965925826,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,58.96437476,76.54174249,47.100091985503774,3.899999619999999,0.0,60.83998814400055,2251.07956132802,194.6879649811212
835,2024-04-28 18:00:00+00:00,B,14,28,4,1,15.89999962,71,3.599999905,0.0,291.0,-0.5,-0.866025404,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,43.09573718,58.96437476,45.735262934702966,2.100000380000001,0.0,17.640006384000593,652.6802362080219,63.50402130660152
836,2024-04-28 21:00:00+00:00,A,17,28,4,1,15.60000038,79,1.600000024,0.0,270.0,-0.965925826,-0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,52,305,0,77.81595525,32.17763819,68.34529080701651,2.399999619999999,0.0,23.03999270400056,1198.0796206080292,36.863988879360726
837,2024-04-28 23:00:00+00:00,B,19,28,4,1,15.89999962,81,1.200000048,0.0,92.0,-0.965925826,0.258819045,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,82.62424989,43.09573718,44.27099184360914,2.100000380000001,0.0,17.640006384000593,652.6802362080219,21.168008507521016
838,2024-04-29 01:00:00+00:00,A,21,28,4,1,14.80000019,80,2.799999952,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,0.781831482,0.623489802,1,0,52,305,0,64.80758829,77.81595525,66.87526338643598,3.1999998099999996,0.0,40.95999513600013,2129.919747072007,114.68798441472059
839,2024-04-29 03:00:00+00:00,B,23,28,4,1,11.10000038,69,5.599999905,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,0.781831482,0.623489802,1,0,37,255,0,44.3644838,82.62424989,43.09959917968908,6.899999619999999,0.0,190.43997902400054,7046.27922388802,1066.463864442605
840,2024-04-29 06:00:00+00:00,A,2,29,4,2,7.0,77,3.599999905,0.0,0.0,0.5,0.866025404,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,27.27474313,64.80758829,64.20506932774127,11.0,0.0,484.0,25168.0,1742.39995402
841,2024-04-29 08:00:00+00:00,A,4,29,4,2,5.900000095,79,3.200000048,0.0,0.0,0.866025404,0.5,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,29.93496443,27.27474313,63.27686420270757,12.099999905,0.0,585.6399908040001,30453.279521808006,1874.04799868352
842,2024-04-29 09:00:00+00:00,B,5,29,4,2,5.900000095,71,4.0,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,0.974927912,-0.222520934,0,0,37,255,0,35.29486858,44.3644838,42.27538176256047,12.099999905,0.0,585.6399908040001,21668.679659748006,2342.5599632160006
843,2024-04-29 10:00:00+00:00,A,6,29,4,2,5.199999809,71,3.599999905,0.0,19.0,1.0,6.12e-17,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,83.59282656,29.93496443,56.961006645149745,12.800000190999999,0.0,655.3600195584,34078.721017036805,2359.296008151038
844,2024-04-29 11:00:00+00:00,A,7,29,4,2,5.199999809,73,4.0,0.0,134.0,0.965925826,-0.258819045,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,99.27953515,83.59282656,52.62527692670611,12.800000190999999,0.0,655.3600195584,34078.721017036805,2621.4400782336
845,2024-04-29 13:00:00+00:00,B,9,29,4,2,5.900000095,69,4.400000095,0.0,359.0,0.707106781,-0.707106781,0.866025404,-0.5,0.974927912,-0.222520934,0,0,37,255,0,44.44505043,35.29486858,48.08086670119092,12.099999905,0.0,585.6399908040001,21668.679659748006,2576.8160151734
846,2024-04-29 15:00:00+00:00,B,11,29,4,2,8.899999619,66,3.599999905,0.0,575.0,0.258819045,-0.965925826,0.866025404,-0.5,0.974927912,-0.222520934,0,0,37,255,0,36.84071309,44.44505043,53.50313468742064,9.100000381,0.0,331.2400277368005,12255.881026261619,1192.4640683846792
847,2024-04-29 17:00:00+00:00,A,13,29,4,2,10.69999981,56,2.799999952,0.0,769.0,-0.258819045,-0.965925826,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,50.80515604,99.27953515,45.90261897247104,7.30000019,0.0,213.16001109600018,11084.32057699201,596.84802083712
848,2024-04-29 20:00:00+00:00,B,16,29,4,2,12.60000038,53,2.799999952,0.0,611.0,-0.866025404,-0.5,0.866025404,-0.5,0.974927912,-0.222520934,0,0,37,255,0,56.76213859,36.84071309,57.43735954969373,5.399999619999999,0.0,116.63998358400053,4315.67939260802,326.59194843648226
850,2024-04-29 21:00:00+00:00,A,17,29,4,2,13.30000019,51,2.400000095,0.0,468.0,-0.965925826,-0.258819045,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,73.18258288,50.80515604,53.51275289947227,4.69999981,0.0,88.35999285600013,4594.719628512007,212.06399124859965
849,2024-04-29 21:00:00+00:00,B,17,29,4,2,13.30000019,51,2.400000095,0.0,468.0,-0.965925826,-0.258819045,0.866025404,-0.5,0.974927912,-0.222520934,0,0,37,255,0,56.71309428,56.76213859,56.96713884290091,4.69999981,0.0,88.35999285600013,3269.3197356720048,212.06399124859965
852,2024-04-29 22:00:00+00:00,B,18,29,4,2,13.30000019,53,2.400000095,0.0,258.0,-1.0,-1.84e-16,0.866025404,-0.5,0.974927912,-0.222520934,0,0,36,247,0,62.30090232,56.71309428,56.50097287874388,4.69999981,0.0,88.35999285600013,3180.959742816005,212.06399124859965
851,2024-04-29 22:00:00+00:00,A,18,29,4,2,13.30000019,53,2.400000095,0.0,258.0,-1.0,-1.84e-16,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,81.70985975,73.18258288,53.700918146129844,4.69999981,0.0,88.35999285600013,4594.719628512007,212.06399124859965
853,2024-04-30 01:00:00+00:00,A,21,29,4,2,10.0,63,2.0,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,81.16622725,81.70985975,50.857667595835004,8.0,0.0,256.0,13312.0,512.0
854,2024-04-30 02:00:00+00:00,A,22,29,4,2,10.0,62,2.799999952,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,0.974927912,-0.222520934,0,0,52,305,0,80.57534796,81.16622725,54.699482250049705,8.0,0.0,256.0,13312.0,716.799987712
855,2024-04-30 03:00:00+00:00,B,23,29,4,2,10.0,58,3.200000048,0.0,0.0,-0.258819045,0.965925826,0.866025404,-0.5,0.974927912,-0.222520934,0,0,36,247,0,37.99903696,62.30090232,55.749981684506665,8.0,0.0,256.0,9216.0,819.200012288
856,2024-04-30 05:00:00+00:00,A,1,30,4,3,8.5,78,3.599999905,0.0,0.0,0.258819045,0.965925826,0.866025404,-0.5,0.433883739,-0.900968868,0,0,52,305,0,37.21291235,80.57534796,60.10534296459682,9.5,0.0,361.0,18772.0,1299.599965705
857,2024-04-30 06:00:00+00:00,B,2,30,4,3,7.800000191,86,2.799999952,0.0,0.0,0.5,0.866025404,0.866025404,-0.5,0.433883739,-0.900968868,0,0,37,255,0,27.96477616,37.99903696,51.227278586275816,10.199999809000001,0.0,416.15998441440024,15397.919423332809,1165.2479363846414
858,2024-04-30 09:00:00+00:00,B,5,30,4,3,7.0,93,2.799999952,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,0.433883739,-0.900968868,0,0,36,252,0,40.54893213,27.96477616,49.26414072846906,11.0,0.0,484.0,17424.0,1355.199976768
859,2024-04-30 09:00:00+00:00,A,5,30,4,3,7.0,93,2.799999952,0.0,0.0,0.965925826,0.258819045,0.866025404,-0.5,0.433883739,-0.900968868,0,0,52,305,0,40.98356007,37.21291235,71.06773354364664,11.0,0.0,484.0,25168.0,1355.199976768
860,2024-04-30 13:00:00+00:00,A,9,30,4,3,5.900000095,88,3.200000048,0.0,206.0,0.707106781,-0.707106781,0.866025404,-0.5,0.433883739,-0.900968868,0,0,51,301,0,84.99595024,40.98356007,68.68443512644822,12.099999905,0.0,585.6399908040001,29867.639531004006,1874.04799868352
861,2024-04-30 14:00:00+00:00,A,10,30,4,3,5.599999905,79,4.800000191,0.0,269.0,0.5,-0.866025404,0.866025404,-0.5,0.433883739,-0.900968868,0,0,51,301,0,70.40787634,84.99595024,69.89564684790469,12.400000095,0.0,615.040009424,31367.040480624,2952.192162707842
862,2024-04-30 20:00:00+00:00,B,16,30,4,3,4.800000191,88,5.599999905,0.0,255.0,-0.866025404,-0.5,0.866025404,-0.5,0.433883739,-0.900968868,0,0,36,252,0,65.79274784,40.54893213,49.35571270121375,13.199999809000001,0.0,696.9599798304002,25090.55927389441,3902.975820839043
863,2024-04-30 21:00:00+00:00,B,17,30,4,3,4.800000191,95,4.800000191,0.0,200.0,-0.965925826,-0.258819045,0.866025404,-0.5,0.433883739,-0.900968868,0,0,36,252,0,78.29828541,65.79274784,50.04778912218212,13.199999809000001,0.0,696.9599798304002,25090.55927389441,3345.408036305277
864,2024-05-01 00:00:00+00:00,A,20,30,4,3,6.300000191,86,3.200000048,0.0,0.0,-0.866025404,0.5,0.866025404,-0.5,0.433883739,-0.900968868,0,0,52,306,0,89.43884473,70.40787634,71.73208097199817,11.699999809000001,0.0,547.5599821224002,28473.119070364814,1752.19196907456
865,2024-05-01 01:00:00+00:00,B,21,30,4,3,6.699999809,84,3.599999905,0.0,0.0,-0.707106781,0.707106781,0.866025404,-0.5,0.433883739,-0.900968868,0,0,36,252,0,79.34695749,78.29828541,50.3205690438421,11.300000190999999,0.0,510.76001726640004,18387.3606215904,1838.7360136368384
866,2024-05-01 02:00:00+00:00,A,22,30,4,3,7.0,81,3.200000048,0.0,0.0,-0.5,0.866025404,0.866025404,-0.5,0.433883739,-0.900968868,0,0,52,306,0,94.15990786,89.43884473,72.35536581799097,11.0,0.0,484.0,25168.0,1548.800023232
867,2024-05-01 08:00:00+00:00,A,4,1,5,4,6.300000191,81,1.600000024,0.0,0.0,0.866025404,0.5,0.5,-0.866025404,-0.433883739,-0.900968868,0,0,52,306,0,40.54879427,94.15990786,70.90358841971299,11.699999809000001,0.0,547.5599821224002,28473.119070364814,876.09598453728
868,2024-05-01 09:00:00+00:00,B,5,1,5,4,5.900000095,83,2.0,0.0,0.0,0.965925826,0.258819045,0.5,-0.866025404,-0.433883739,-0.900968868,0,0,36,252,0,44.27197784,79.34695749,48.94094558674181,12.099999905,0.0,585.6399908040001,21083.039668944006,1171.2799816080003
870,2024-05-01 10:00:00+00:00,B,6,1,5,4,5.900000095,79,2.400000095,0.0,31.0,1.0,6.12e-17,0.5,-0.866025404,-0.433883739,-0.900968868,0,0,36,252,0,62.98634027,44.27197784,46.90665753384802,12.099999905,0.0,585.6399908040001,21083.039668944006,1405.5360335653995
869,2024-05-01 10:00:00+00:00,A,6,1,5,4,5.900000095,79,2.400000095,0.0,31.0,1.0,6.12e-17,0.5,-0.866025404,-0.433883739,-0.900968868,0,0,52,306,0,104.271248,40.54879427,66.18972620771297,12.099999905,0.0,585.6399908040001,30453.279521808006,1405.5360335653995
871,2024-05-01 11:00:00+00:00,A,7,1,5,4,5.900000095,77,2.799999952,0.0,137.0,0.965925826,-0.258819045,0.5,-0.866025404,-0.433883739,-0.900968868,0,0,52,306,0,121.617151,104.271248,63.46497773367824,12.099999905,0.0,585.6399908040001,30453.279521808006,1639.7919461404808
872,2024-05-01 11:00:00+00:00,B,7,1,5,4,5.900000095,77,2.799999952,0.0,137.0,0.965925826,-0.258819045,0.5,-0.866025404,-0.433883739,-0.900968868,0,0,36,252,0,72.45299757,62.98634027,46.64259419820759,12.099999905,0.0,585.6399908040001,21083.039668944006,1639.7919461404808
