horodatage_local,poste,jour,heure,mois,jour_semaine,temperature_ext,humidite,vitesse_vent,neige,irradiance_solaire,heure_sin,heure_cos,mois_sin,mois_cos,jour_semaine_sin,jour_semaine_cos,est_weekend,est_ferie,clients_connectes,tstats_intelligents_connectes,evenement_pointe,energie_kwh
2022-09-19 16:00:00+00:00,C,19,12,9,2,10.0,100,3.599999905,0.0,147.9998169,1.22e-16,-1.0,-1.0,-1.84e-16,0.974927912,-0.222520934,0,0,70,427,0,136.6294429
2022-09-20 03:00:00+00:00,C,19,23,9,2,12.30000019,97,3.099999905,0.0,0.0,-0.258819045,0.965925826,-1.0,-1.84e-16,0.974927912,-0.222520934,0,0,70,427,0,134.1097731
2022-09-20 09:00:00+00:00,C,20,5,9,3,11.39999962,96,2.599999905,0.0,0.0,0.965925826,0.258819045,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,70,427,0,77.3967397
2022-09-20 11:00:00+00:00,C,20,7,9,3,11.5,96,2.099999905,0.0,33.52763367,0.965925826,-0.258819045,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,70,427,0,157.5796057
2022-09-20 13:00:00+00:00,C,20,9,9,3,11.5,96,2.099999905,0.0,119.8683472,0.707106781,-0.707106781,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,70,427,0,122.7938601
2022-09-20 16:00:00+00:00,C,20,12,9,3,12.30000019,93,3.559999943,0.0,270.1528015,1.22e-16,-1.0,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,70,427,0,112.9979718
2022-09-21 02:00:00+00:00,C,20,22,9,3,11.69999981,96,2.599999905,0.0,0.0,-0.5,0.866025404,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,70,427,0,165.3224146
2022-09-21 03:00:00+00:00,C,20,23,9,3,11.5,96,2.099999905,0.0,0.0,-0.258819045,0.965925826,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,70,427,0,92.79865696
2022-09-21 04:00:00+00:00,C,21,0,9,4,11.39999962,95,1.5,0.0,0.0,0.0,1.0,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,85.06600241
2022-09-21 07:00:00+00:00,C,21,3,9,4,11.0,98,1.570000052,0.0,0.0,0.707106781,0.707106781,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,64.82089532
2022-09-21 11:00:00+00:00,C,21,7,9,4,10.69999981,93,1.0,0.0,34.74264526,0.965925826,-0.258819045,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,172.3696587
2022-09-21 12:00:00+00:00,C,21,8,9,4,10.89999962,92,0.5,0.0,167.4860992,0.866025404,-0.5,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,130.1109607
2022-09-21 13:00:00+00:00,C,21,9,9,4,10.5,98,0.5,0.0,116.0732727,0.707106781,-0.707106781,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,122.1974708
2022-09-21 14:00:00+00:00,C,21,10,9,4,12.0,93,1.0,0.0,107.2374802,0.5,-0.866025404,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,116.9504282
2022-09-21 17:00:00+00:00,C,21,13,9,4,15.0,76,1.5,0.0,657.1030884,-0.258819045,-0.965925826,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,112.7608259
2022-09-21 19:00:00+00:00,C,21,15,9,4,15.0,82,2.099999905,0.0,138.1259155,-0.707106781,-0.707106781,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,93.7325804
2022-09-22 02:00:00+00:00,C,21,22,9,4,14.89999962,93,0.879999995,0.0,0.0,-0.5,0.866025404,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,70,427,0,152.9388529
2022-09-22 04:00:00+00:00,C,22,0,9,5,14.0,93,1.0,0.0,0.0,0.0,1.0,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,70,427,0,86.82465037
2022-09-22 08:00:00+00:00,C,22,4,9,5,13.39999962,97,1.0,0.0,0.0,0.866025404,0.5,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,70,427,0,61.95227095
2022-09-22 20:00:00+00:00,C,22,16,9,5,16.0,67,5.099999905,0.0,405.3925171,-0.866025404,-0.5,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,70,427,0,125.3589669
2022-09-22 22:00:00+00:00,C,22,18,9,5,14.10000038,66,4.599999905,0.0,63.81108093,-1.0,-1.84e-16,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,70,427,0,201.2328097
2022-09-22 23:00:00+00:00,C,22,19,9,5,13.30000019,61,5.179999828,0.0,0.0,-0.965925826,0.258819045,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,70,427,0,192.6351227
2022-09-23 00:00:00+00:00,C,22,20,9,5,13.0,61,5.699999809,0.0,0.0,-0.866025404,0.5,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,70,427,0,153.4704355
2022-09-23 02:00:00+00:00,C,22,22,9,5,9.699999809,69,3.099999905,0.0,0.0,-0.5,0.866025404,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,70,427,0,149.5892822
2022-09-23 03:00:00+00:00,C,22,23,9,5,9.0,70,2.599999905,0.0,0.0,-0.258819045,0.965925826,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,70,427,0,114.6938048
2022-09-23 06:00:00+00:00,C,23,2,9,6,9.300000191,67,3.599999905,0.0,0.0,0.5,0.866025404,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,69,440,0,33.0294
2022-09-23 07:00:00+00:00,C,23,3,9,6,8.699999809,65,4.099999905,0.0,0.0,0.707106781,0.707106781,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,69,440,0,40.9332
2022-09-23 13:00:00+00:00,C,23,9,9,6,6.300000191,69,3.099999905,0.0,327.7023315,0.707106781,-0.707106781,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,71,446,0,128.156817
2022-09-23 16:00:00+00:00,C,23,12,9,6,9.100000381,57,4.099999905,0.0,684.4614258,1.22e-16,-1.0,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,71,446,0,127.3956923
2022-09-23 17:00:00+00:00,C,23,13,9,6,10.89999962,52,3.599999905,0.0,702.1251831,-0.258819045,-0.965925826,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,71,446,0,116.4747296
2022-09-23 18:00:00+00:00,C,23,14,9,6,12.0,46,4.599999905,0.0,650.4561768,-0.5,-0.866025404,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,71,446,0,119.3040831
2022-09-23 19:00:00+00:00,C,23,15,9,6,13.0,47,4.599999905,0.0,565.4943237,-0.707106781,-0.707106781,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,71,446,0,116.6299995
2022-09-23 20:00:00+00:00,C,23,16,9,6,14.0,41,3.599999905,0.0,426.8184509,-0.866025404,-0.5,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,71,446,0,140.8775877
2022-09-24 00:00:00+00:00,C,23,20,9,6,11.0,57,3.099999905,0.0,0.0,-0.866025404,0.5,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,71,446,0,153.6208201
2022-09-24 04:00:00+00:00,C,24,0,9,7,5.800000191,81,2.099999905,0.0,0.0,0.0,1.0,-1.0,-1.84e-16,-2.45e-16,1.0,1,0,71,446,0,84.08260897
2022-09-24 05:00:00+00:00,C,24,1,9,7,4.400000095,81,1.0,0.0,0.0,0.258819045,0.965925826,-1.0,-1.84e-16,-2.45e-16,1.0,1,0,71,446,0,80.82484422
2022-09-24 06:00:00+00:00,C,24,2,9,7,5.599999905,82,1.0,0.0,0.0,0.5,0.866025404,-1.0,-1.84e-16,-2.45e-16,1.0,1,0,71,446,0,76.74862855
2022-09-24 07:00:00+00:00,C,24,3,9,7,7.0,74,2.099999905,0.0,0.0,0.707106781,0.707106781,-1.0,-1.84e-16,-2.45e-16,1.0,1,0,71,446,0,71.32351164
2022-09-24 10:00:00+00:00,C,24,6,9,7,5.5,82,1.5,0.0,0.0,1.0,6.12e-17,-1.0,-1.84e-16,-2.45e-16,1.0,1,0,71,446,0,123.486927
2022-09-24 15:00:00+00:00,C,24,11,9,7,12.89999962,61,2.099999905,0.0,611.5200195,0.258819045,-0.965925826,-1.0,-1.84e-16,-2.45e-16,1.0,1,0,71,446,0,179.2056435
2022-09-24 17:00:00+00:00,C,24,13,9,7,17.20000076,50,2.599999905,0.0,696.6400146,-0.258819045,-0.965925826,-1.0,-1.84e-16,-2.45e-16,1.0,1,0,71,446,0,156.0394114
2022-09-25 05:00:00+00:00,C,25,1,9,1,9.699999809,83,1.370000005,0.0,0.0,0.258819045,0.965925826,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,80.27074735
2022-09-25 08:00:00+00:00,C,25,4,9,1,7.900000095,94,1.0,0.0,0.0,0.866025404,0.5,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,68.88526577
2022-09-25 09:00:00+00:00,C,25,5,9,1,8.600000381,95,1.0,0.0,0.0,0.965925826,0.258819045,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,79.68456667
2022-09-25 12:00:00+00:00,C,25,8,9,1,9.300000191,88,1.0,0.0,63.45101547,0.866025404,-0.5,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,151.7746696
2022-09-25 14:00:00+00:00,C,25,10,9,1,11.60000038,89,2.099999905,0.0,224.962326,0.5,-0.866025404,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,155.9195685
2022-09-25 17:00:00+00:00,C,25,13,9,1,16.0,72,2.599999905,0.0,630.9799805,-0.258819045,-0.965925826,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,152.9504617
2022-09-25 21:00:00+00:00,C,25,17,9,1,17.0,59,2.599999905,0.0,92.00211334,-0.965925826,-0.258819045,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,206.4232354
2022-09-26 01:00:00+00:00,C,25,21,9,1,13.60000038,80,1.5,0.0,0.0,-0.707106781,0.707106781,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,165.2553302
2022-09-26 03:00:00+00:00,C,25,23,9,1,12.80000019,88,1.5,0.0,0.0,-0.258819045,0.965925826,-1.0,-1.84e-16,0.781831482,0.623489802,1,0,71,446,0,113.5859734
2022-09-26 07:00:00+00:00,C,26,3,9,2,12.10000038,93,2.099999905,0.0,0.0,0.707106781,0.707106781,-1.0,-1.84e-16,0.974927912,-0.222520934,0,0,71,446,0,72.64001787
2022-09-26 11:00:00+00:00,C,26,7,9,2,11.69999981,91,2.099999905,0.0,21.62370682,0.965925826,-0.258819045,-1.0,-1.84e-16,0.974927912,-0.222520934,0,0,71,446,0,155.757419
2022-09-26 15:00:00+00:00,C,26,11,9,2,13.39999962,86,1.0,0.0,294.815094,0.258819045,-0.965925826,-1.0,-1.84e-16,0.974927912,-0.222520934,0,0,71,446,0,124.0578541
2022-09-26 23:00:00+00:00,C,26,19,9,2,15.0,93,0.5,0.0,0.0,-0.965925826,0.258819045,-1.0,-1.84e-16,0.974927912,-0.222520934,0,0,71,446,0,201.9646595
2022-09-27 03:00:00+00:00,C,26,23,9,2,12.39999962,97,1.5,0.0,0.0,-0.258819045,0.965925826,-1.0,-1.84e-16,0.974927912,-0.222520934,0,0,71,446,0,98.62510101
2022-09-27 04:00:00+00:00,C,27,0,9,3,12.19999981,95,2.099999905,0.0,0.0,0.0,1.0,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,78.84183034
2022-09-27 08:00:00+00:00,C,27,4,9,3,12.80000019,93,2.599999905,0.0,0.0,0.866025404,0.5,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,67.74084699
2022-09-27 09:00:00+00:00,C,27,5,9,3,12.39999962,92,1.0,0.0,0.0,0.965925826,0.258819045,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,80.07428419
2022-09-27 10:00:00+00:00,C,27,6,9,3,12.69999981,96,1.0,0.0,0.0,1.0,6.12e-17,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,126.4724701
2022-09-27 12:00:00+00:00,C,27,8,9,3,11.5,99,1.5,0.0,90.11610413,0.866025404,-0.5,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,144.2596726
2022-09-27 13:00:00+00:00,C,27,9,9,3,12.30000019,92,1.5,0.0,160.2050934,0.707106781,-0.707106781,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,130.7076187
2022-09-27 18:00:00+00:00,C,27,14,9,3,13.69999981,91,2.599999905,0.0,357.4110413,-0.5,-0.866025404,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,121.9375554
2022-09-27 23:00:00+00:00,C,27,19,9,3,14.69999981,85,1.0,0.0,0.0,-0.965925826,0.258819045,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,217.6728021
2022-09-28 01:00:00+00:00,C,27,21,9,3,13.30000019,94,1.0,0.0,0.0,-0.707106781,0.707106781,-1.0,-1.84e-16,0.433883739,-0.900968868,0,0,72,450,0,149.1771673
2022-09-28 06:00:00+00:00,C,28,2,9,4,11.10000038,89,1.0,0.0,0.0,0.5,0.866025404,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,73,454,0,70.43583506
2022-09-28 07:00:00+00:00,C,28,3,9,4,10.30000019,96,1.0,0.0,0.0,0.707106781,0.707106781,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,73,454,0,68.3433907
2022-09-28 08:00:00+00:00,C,28,4,9,4,11.0,98,1.0,0.0,0.0,0.866025404,0.5,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,73,454,0,72.09582822
2022-09-28 11:00:00+00:00,C,28,7,9,4,11.0,98,0.5,0.0,18.90408325,0.965925826,-0.258819045,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,73,454,0,154.9783007
2022-09-28 22:00:00+00:00,C,28,18,9,4,15.0,72,2.599999905,0.0,59.32462311,-1.0,-1.84e-16,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,73,454,0,194.3956984
2022-09-29 02:00:00+00:00,C,28,22,9,4,10.60000038,82,2.099999905,0.0,0.0,-0.5,0.866025404,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,73,454,0,129.0086186
2022-09-29 03:00:00+00:00,C,28,23,9,4,10.10000038,81,1.5,0.0,0.0,-0.258819045,0.965925826,-1.0,-1.84e-16,-0.433883739,-0.900968868,0,0,73,454,0,101.946177
2022-09-29 05:00:00+00:00,C,29,1,9,5,9.199999809,80,2.099999905,0.0,0.0,0.258819045,0.965925826,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,74,460,0,73.58767373
2022-09-29 08:00:00+00:00,C,29,4,9,5,6.599999905,84,2.099999905,0.0,0.0,0.866025404,0.5,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,74,460,0,67.13597267
2022-09-29 09:00:00+00:00,C,29,5,9,5,6.0,86,2.099999905,0.0,0.0,0.965925826,0.258819045,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,74,460,0,88.78305919
2022-09-29 10:00:00+00:00,C,29,6,9,5,5.599999905,87,2.099999905,0.0,0.0,1.0,6.12e-17,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,74,460,0,145.8489173
2022-09-29 14:00:00+00:00,C,29,10,9,5,8.899999619,69,2.599999905,0.0,450.5247498,0.5,-0.866025404,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,73,455,0,143.8983463
2022-09-29 15:00:00+00:00,C,29,11,9,5,9.100000381,61,3.099999905,0.0,558.8967896,0.258819045,-0.965925826,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,72,450,0,148.3115846
2022-09-29 16:00:00+00:00,C,29,12,9,5,10.19999981,61,2.599999905,0.0,649.8585205,1.22e-16,-1.0,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,72,450,0,111.1854558
2022-09-29 17:00:00+00:00,C,29,13,9,5,10.89999962,54,2.099999905,0.0,664.8049316,-0.258819045,-0.965925826,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,72,450,0,1211.985252
2022-09-29 18:00:00+00:00,C,29,14,9,5,12.39999962,52,2.099999905,0.0,624.6987915,-0.5,-0.866025404,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,72,450,0,114.782712
2022-09-29 22:00:00+00:00,C,29,18,9,5,14.0,46,2.099999905,0.0,59.30991364,-1.0,-1.84e-16,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,74,460,0,189.4119961
2022-09-29 23:00:00+00:00,C,29,19,9,5,13.10000038,53,2.099999905,0.0,0.0,-0.965925826,0.258819045,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,74,460,0,191.6955845
2022-09-30 02:00:00+00:00,C,29,22,9,5,8.600000381,75,1.5,0.0,0.0,-0.5,0.866025404,-1.0,-1.84e-16,-0.974927912,-0.222520934,0,0,74,460,0,119.1647503
2022-09-30 04:00:00+00:00,C,30,0,9,6,5.699999809,88,1.0,0.0,0.0,0.0,1.0,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,97.82637151
2022-09-30 05:00:00+00:00,C,30,1,9,6,6.0,83,0.5,0.0,0.0,0.258819045,0.965925826,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,78.69994767
2022-09-30 07:00:00+00:00,C,30,3,9,6,4.0,95,1.0,0.0,0.0,0.707106781,0.707106781,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,83.35443721
2022-09-30 08:00:00+00:00,C,30,4,9,6,4.0,96,0.5,0.0,0.0,0.866025404,0.5,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,81.79769492
2022-09-30 09:00:00+00:00,C,30,5,9,6,4.0,93,1.0,0.0,0.0,0.965925826,0.258819045,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,90.72361509
2022-09-30 17:00:00+00:00,C,30,13,9,6,15.19999981,54,2.599999905,0.0,662.5194702,-0.258819045,-0.965925826,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,75,464,0,143.0994951
2022-09-30 19:00:00+00:00,C,30,15,9,6,17.0,45,2.599999905,0.0,521.4747925,-0.707106781,-0.707106781,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,129.4911756
2022-09-30 22:00:00+00:00,C,30,18,9,6,17.60000038,42,3.099999905,0.0,50.86526871,-1.0,-1.84e-16,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,178.109767
2022-10-01 02:00:00+00:00,C,30,22,9,6,11.10000038,68,2.099999905,0.0,0.0,-0.5,0.866025404,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,123.8555376
2022-10-01 03:00:00+00:00,C,30,23,9,6,10.0,76,0.5,0.0,0.0,-0.258819045,0.965925826,-1.0,-1.84e-16,-0.781831482,0.623489802,0,0,76,469,0,106.1060813
2022-10-01 05:00:00+00:00,C,1,1,10,7,7.199999809,91,1.0,0.0,0.0,0.258819045,0.965925826,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,80.90635515
2022-10-01 07:00:00+00:00,C,1,3,10,7,7.0,93,0.5,0.0,0.0,0.707106781,0.707106781,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,74.10870213
2022-10-01 10:00:00+00:00,C,1,6,10,7,5.900000095,97,0.5,0.0,0.0,1.0,6.12e-17,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,101.1587706
2022-10-01 11:00:00+00:00,C,1,7,10,7,5.900000095,97,1.0,0.0,8.979463577,0.965925826,-0.258819045,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,118.4422426
2022-10-01 13:00:00+00:00,C,1,9,10,7,6.599999905,97,0.5,0.0,106.5035934,0.707106781,-0.707106781,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,163.3736947
2022-10-01 14:00:00+00:00,C,1,10,10,7,9.100000381,89,1.0,0.0,159.4813385,0.5,-0.866025404,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,158.3330723
2022-10-01 15:00:00+00:00,C,1,11,10,7,11.89999962,73,0.5,0.0,171.0405426,0.258819045,-0.965925826,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,165.4248189
2022-10-01 16:00:00+00:00,C,1,12,10,7,13.39999962,71,1.0,0.0,223.4764557,1.22e-16,-1.0,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,152.3203914
2022-10-01 18:00:00+00:00,C,1,14,10,7,15.60000038,58,2.099999905,0.0,197.3706818,-0.5,-0.866025404,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,157.8816433
2022-10-01 23:00:00+00:00,C,1,19,10,7,13.89999962,70,2.599999905,0.0,0.0,-0.965925826,0.258819045,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,185.4297832
2022-10-02 00:00:00+00:00,C,1,20,10,7,12.60000038,77,1.5,0.0,0.0,-0.866025404,0.5,-0.866025404,0.5,-2.45e-16,1.0,1,0,76,467,0,654.6276255
2022-10-02 10:00:00+00:00,C,2,6,10,1,4.099999905,77,3.099999905,0.0,0.0,1.0,6.12e-17,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,114.2016647
2022-10-02 11:00:00+00:00,C,2,7,10,1,3.700000048,72,3.099999905,0.0,7.999999523,0.965925826,-0.258819045,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,152.793681
2022-10-02 15:00:00+00:00,C,2,11,10,1,8.100000381,54,3.599999905,0.0,571.1400146,0.258819045,-0.965925826,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,209.0278912
2022-10-02 16:00:00+00:00,C,2,12,10,1,9.300000191,47,4.099999905,0.0,638.710022,1.22e-16,-1.0,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,202.3627216
2022-10-02 18:00:00+00:00,C,2,14,10,1,11.0,43,4.599999905,0.0,606.5599976,-0.5,-0.866025404,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,155.5361869
2022-10-02 21:00:00+00:00,C,2,17,10,1,12.0,37,2.599999905,0.0,206.3500061,-0.965925826,-0.258819045,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,229.7427288
2022-10-02 22:00:00+00:00,C,2,18,10,1,12.0,43,2.099999905,0.0,50.84574127,-1.0,-1.84e-16,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,238.051516
2022-10-03 00:00:00+00:00,C,2,20,10,1,7.0,70,0.5,0.0,0.0,-0.866025404,0.5,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,202.2426603
2022-10-03 01:00:00+00:00,C,2,21,10,1,4.599999905,87,0.5,0.0,0.0,-0.707106781,0.707106781,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,207.8395783
2022-10-03 03:00:00+00:00,C,2,23,10,1,3.0,93,1.0,0.0,0.0,-0.258819045,0.965925826,-0.866025404,0.5,0.781831482,0.623489802,1,0,75,468,0,120.3716931
2022-10-03 05:00:00+00:00,C,3,1,10,2,0.5,93,0.5,0.0,0.0,0.258819045,0.965925826,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,93.90923527
2022-10-03 06:00:00+00:00,C,3,2,10,2,1.899999976,94,1.5,0.0,0.0,0.5,0.866025404,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,98.35002079
2022-10-03 11:00:00+00:00,C,3,7,10,2,0.800000012,92,1.0,0.0,5.243239403,0.965925826,-0.258819045,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,261.044571
2022-10-03 13:00:00+00:00,C,3,9,10,2,1.899999976,87,1.0,0.0,298.2098694,0.707106781,-0.707106781,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,195.3421543
2022-10-03 14:00:00+00:00,C,3,10,10,2,5.0,75,1.5,0.0,450.0815735,0.5,-0.866025404,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,157.0368357
2022-10-03 15:00:00+00:00,C,3,11,10,2,7.300000191,66,2.599999905,0.0,565.9400024,0.258819045,-0.965925826,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,157.5500531
2022-10-03 17:00:00+00:00,C,3,13,10,2,11.69999981,52,1.0,0.0,645.0698853,-0.258819045,-0.965925826,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,149.9808668
2022-10-03 21:00:00+00:00,C,3,17,10,2,14.30000019,36,1.5,0.0,200.5099945,-0.965925826,-0.258819045,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,202.3168734
2022-10-03 23:00:00+00:00,C,3,19,10,2,12.10000038,46,0.839999974,0.0,0.0,-0.965925826,0.258819045,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,236.6551048
2022-10-04 01:00:00+00:00,C,3,21,10,2,5.900000095,88,1.0,0.0,0.0,-0.707106781,0.707106781,-0.866025404,0.5,0.974927912,-0.222520934,0,0,75,468,0,211.1450216
2022-10-04 06:00:00+00:00,C,4,2,10,3,1.799999952,97,0.5,0.0,0.0,0.5,0.866025404,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,94.94506738
2022-10-04 07:00:00+00:00,C,4,3,10,3,1.200000048,97,1.0,0.0,0.0,0.707106781,0.707106781,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,91.97134185
2022-10-04 09:00:00+00:00,C,4,5,10,3,0.300000012,98,0.550000012,0.0,0.0,0.965925826,0.258819045,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,128.214821
2022-10-04 13:00:00+00:00,C,4,9,10,3,2.0,97,0.5,0.0,263.2625732,0.707106781,-0.707106781,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,182.5374071
2022-10-04 16:00:00+00:00,C,4,12,10,3,11.39999962,57,0.5,0.0,624.8079224,1.22e-16,-1.0,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,142.4490802
2022-10-04 18:00:00+00:00,C,4,14,10,3,16.0,43,0.5,0.0,594.0755005,-0.5,-0.866025404,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,105.9019873
2022-10-04 21:00:00+00:00,C,4,17,10,3,17.79999924,33,1.0,0.0,194.6612549,-0.965925826,-0.258819045,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,169.5732401
2022-10-04 23:00:00+00:00,C,4,19,10,3,14.89999962,32,1.0,0.0,0.0,-0.965925826,0.258819045,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,226.1462446
2022-10-05 01:00:00+00:00,C,4,21,10,3,7.0,81,1.0,0.0,0.0,-0.707106781,0.707106781,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,191.9802008
2022-10-05 03:00:00+00:00,C,4,23,10,3,6.0,95,0.5,0.0,0.0,-0.258819045,0.965925826,-0.866025404,0.5,0.433883739,-0.900968868,0,0,75,469,0,98.70880863
2022-10-05 06:00:00+00:00,C,5,2,10,4,3.700000048,96,0.5,0.0,0.0,0.5,0.866025404,-0.866025404,0.5,-0.433883739,-0.900968868,0,0,76,472,0,85.17588452
2022-10-05 07:00:00+00:00,C,5,3,10,4,3.0,93,1.0,0.0,0.0,0.707106781,0.707106781,-0.866025404,0.5,-0.433883739,-0.900968868,0,0,76,472,0,75.85236284
